23220	50.90	0.59
23221	49.73	0.49
23222	49.90	0.76
23224	50.07	0.29
23225	49.99	0.00
23226	49.70	0.32
23227	50.23	0.32
23230	49.99	0.00
23231	50.10	0.30
23232	50.53	0.32
23233	50.85	0.36
23234	50.10	0.29
23235	50.60	0.30
23236	49.99	0.00
23237	49.99	0.00
23238	49.07	0.39
23240	49.57	0.33
23243	50.33	0.28
23244	50.01	0.27
23245	50.30	0.25
23259	50.75	0.71
23260	50.39	0.29
23261	50.36	0.27
23262	50.49	0.29
23263	50.56	0.44
23264	50.21	0.31
23265	50.76	0.30
23266	50.62	0.30
23267	50.14	0.30
23269	49.15	0.41
23270	49.35	0.71
23271	49.48	0.36
23272	50.49	0.33
23281	49.76	0.36
23282	49.88	0.27
23283	50.08	0.26
23284	49.28	0.26
23285	49.88	0.27
23286	50.08	0.29
23287	49.96	0.28
23288	49.65	0.27
23289	49.77	0.27
23290	48.97	0.32
23291	49.99	0.26
23292	49.91	0.24
23293	49.91	0.26
23294	49.89	0.24
23295	50.02	0.23
23296	49.78	0.25
23298	49.56	0.26
23299	49.94	0.24
23300	50.28	0.24
23302	49.71	0.33
23304	50.12	0.25
23305	50.35	0.23
23306	49.96	0.23
23307	49.92	0.28
23309	50.21	0.25
23315	50.69	0.24
23316	50.99	0.24
23318	49.19	0.35
23321	49.27	0.27
23323	48.77	0.46
23325	49.54	0.26
23327	49.21	0.32
23328	49.40	0.30
23329	49.31	0.42
23330	49.61	0.33
23331	48.00	1.10
23332	50.14	0.28
23333	48.91	0.30
23334	48.95	0.30
23335	49.38	0.29
23336	49.89	0.67
23337	48.89	0.42
23343	49.65	0.17
23345	49.67	0.32
23346	49.62	0.31
23347	49.49	0.34
23348	49.83	0.40
23349	49.52	0.39
23350	49.61	0.44
23351	49.95	0.36
23352	48.89	0.35
23353	49.50	0.34
23354	49.91	0.36
23355	49.16	0.42
23356	49.93	0.34
23357	49.42	0.44
23371	50.31	0.21
23372	50.38	0.27
23373	50.90	0.26
23374	50.62	0.28
23375	50.50	0.28
23376	50.49	0.28
23389	49.58	0.28
23390	49.76	0.58
23391	49.67	0.29
23392	49.45	0.29
23395	49.71	0.32
23396	49.86	0.26
23397	49.42	0.29
23398	49.90	0.28
23399	49.97	0.32
23400	48.73	0.39
23401	49.57	0.33
23402	49.01	0.55
23403	49.89	0.31
23404	49.99	0.35
23406	49.16	0.34
23407	48.83	0.33
23410	49.35	0.24
23411	50.52	0.67
23412	49.31	0.31
23413	49.08	0.30
23414	48.62	0.24
23415	49.26	0.33
23416	48.85	0.28
23417	48.69	0.29
23418	48.76	0.27
23419	48.78	0.28
23420	48.03	0.32
23421	48.22	0.52
23422	48.35	0.30
23424	48.86	0.32
23425	48.99	0.00
23426	48.20	0.33
23427	48.78	0.33
23428	48.63	0.37
23429	49.20	0.33
23430	48.86	0.35
23431	49.06	0.28
23432	48.44	0.26
23433	49.15	0.27
23434	48.72	0.20
23435	49.33	0.27
23436	48.64	0.27
23437	49.35	0.26
23438	49.15	0.27
23439	48.28	0.28
23440	49.01	0.29
23441	48.99	0.28
23442	48.69	0.45
23443	48.99	0.27
23444	48.81	0.27
23445	48.20	0.28
23447	48.02	0.26
23448	48.21	0.27
23450	48.87	0.29
23452	49.34	0.54
23454	48.71	0.33
23455	48.21	0.28
23456	48.30	0.25
23457	48.65	0.25
23458	48.41	0.26
23459	48.99	0.24
23460	48.46	0.25
23461	48.87	0.26
23462	48.78	0.26
23463	48.99	0.00
23464	48.68	0.25
23465	48.76	0.20
23466	48.54	0.20
23467	48.99	0.28
23468	49.22	0.25
23469	48.35	0.25
23470	48.63	0.27
23471	48.48	0.30
23472	49.24	0.28
23473	49.13	0.35
23474	48.14	0.45
23475	49.31	0.29
23476	48.72	0.31
23477	48.53	0.25
23478	48.53	0.32
23479	48.29	1.57
23483	48.76	0.14
23485	48.55	0.27
23486	49.04	0.25
23487	48.97	0.26
23488	49.35	0.21
23489	48.99	0.00
23490	48.45	0.40
23491	48.51	0.29
23492	48.70	0.26
23493	48.88	0.27
23494	48.92	0.25
23495	49.36	0.59
23496	49.16	0.79
23497	48.73	0.29
23498	49.11	0.26
23505	49.31	0.24
23506	49.59	0.25
23507	48.87	0.27
23508	49.37	0.32
23510	49.49	0.26
23511	49.39	0.26
23512	49.26	0.26
23513	49.12	0.26
23514	49.55	0.26
23515	49.60	0.26
23516	49.17	0.25
23517	49.46	0.28
23518	49.32	0.46
23522	49.42	0.45
23523	50.03	0.18
23524	49.59	0.22
23525	49.51	0.25
23526	48.67	0.47
23528	49.47	0.25
23529	49.80	0.24
23530	49.30	0.26
23530	49.30	0.26
